date,sku_id,category,subcategory,price,discount_percentage,rating,city,channel,weather,90_days_sales,light,vibrant
2023-06-02,SKU4170,Ethnic Wear,Kurta,2265,0,4.6,Pune,Offline,Summer,109,True,False
2024-06-25,SKU1665,Ethnic Wear,Lehenga,8532,0,4.4,Prayagraj,Offline,Summer,27,False,True
2023-03-23,SKU6415,Ethnic Wear,Kurta,2129,10,4.4,Bhopal,Brand Website,Summer,154,True,False
2025-01-03,SKU5934,Ethnic Wear,Lehenga,8298,30,4.6,Bhopal,Brand Website,Winter,100,False,True
2025-05-01,SKU4012,Ethnic Wear,Kurta,3724,20,4.1,Delhi,Brand Website,Summer,167,True,False
2024-08-24,SKU4495,Ethnic Wear,Saree,4894,30,4.4,Lucknow,Offline,Monsoon,86,False,True
2025-07-01,SKU1144,Ethnic Wear,Saree,4984,25,4.4,Delhi,Brand Website,Monsoon,173,False,True
2024-06-09,SKU6258,Ethnic Wear,Saree,6212,25,3.9,Prayagraj,Myntra,Summer,99,False,True
2024-08-30,SKU7143,Ethnic Wear,Kurta,2288,10,4.3,Bhopal,Offline,Monsoon,105,True,False
2024-03-07,SKU3742,Ethnic Wear,Kurta,2373,30,4.5,Mumbai,Brand Website,Summer,271,True,False
2023-11-11,SKU4368,Ethnic Wear,Kurta,1597,15,4.6,Prayagraj,Brand Website,Winter,134,True,False
2023-05-25,SKU1889,Ethnic Wear,Lehenga,10355,30,3.8,Bengaluru,Offline,Summer,40,False,True
2025-06-05,SKU7357,Ethnic Wear,Saree,5295,0,4.1,Bhopal,Brand Website,Summer,63,False,True
2023-04-04,SKU1096,Ethnic Wear,Lehenga,8297,10,4.9,Delhi,Brand Website,Summer,60,False,True
2025-02-20,SKU5937,Ethnic Wear,Saree,5618,30,4.5,Delhi,Offline,Winter,292,False,True
2024-08-27,SKU4602,Ethnic Wear,Saree,4590,10,4.5,Bengaluru,Brand Website,Monsoon,150,False,True
2023-10-17,SKU7113,Ethnic Wear,Lehenga,8504,0,3.5,Mumbai,Brand Website,Winter,149,False,True
2024-12-05,SKU9800,Ethnic Wear,Kurta,2367,15,4.9,Delhi,Offline,Winter,180,True,False
2024-06-01,SKU3333,Ethnic Wear,Kurta,2295,0,3.8,Bengaluru,Myntra,Summer,161,True,False
2023-05-30,SKU1891,Ethnic Wear,Lehenga,9190,25,3.6,Bhopal,Brand Website,Summer,29,False,True
2024-04-25,SKU8982,Ethnic Wear,Kurta,1909,10,4.4,Lucknow,Offline,Summer,158,True,False
2024-09-18,SKU6206,Ethnic Wear,Saree,6392,0,4.3,Bhopal,Offline,Monsoon,49,False,True
2024-10-03,SKU6182,Ethnic Wear,Kurta,2508,30,3.8,Prayagraj,Myntra,Winter,185,True,False
2024-11-10,SKU8145,Ethnic Wear,Kurta,3465,15,4.2,Pune,Offline,Winter,186,True,False
2023-06-17,SKU8978,Ethnic Wear,Lehenga,9149,30,4.7,Delhi,Myntra,Summer,99,False,True
2023-06-06,SKU4218,Ethnic Wear,Lehenga,8308,0,4.8,Pune,Brand Website,Summer,55,False,True
2024-06-17,SKU7637,Ethnic Wear,Lehenga,10226,20,4.2,Hyderabad,Myntra,Summer,66,False,True
2024-08-18,SKU6993,Ethnic Wear,Lehenga,8548,15,4.3,Prayagraj,Myntra,Monsoon,36,False,True
2023-12-06,SKU6961,Ethnic Wear,Kurta,3605,0,4.2,Mumbai,Brand Website,Winter,91,True,False
2024-03-24,SKU3395,Ethnic Wear,Kurta,3497,0,3.6,Bhopal,Offline,Summer,76,True,False
2025-03-05,SKU1701,Ethnic Wear,Saree,5923,15,4.8,Hyderabad,Brand Website,Summer,97,False,True
2024-07-14,SKU6309,Ethnic Wear,Lehenga,9078,20,4.3,Delhi,Brand Website,Monsoon,57,False,True
2023-06-09,SKU7201,Ethnic Wear,Lehenga,10116,10,4.1,Lucknow,Brand Website,Summer,47,False,True
2025-09-24,SKU9460,Ethnic Wear,Saree,5974,20,3.5,Prayagraj,Offline,Monsoon,57,False,True
2025-11-19,SKU8207,Ethnic Wear,Kurta,2650,0,3.7,Bengaluru,Myntra,Winter,139,True,False
2023-08-21,SKU2938,Ethnic Wear,Saree,5972,25,4.2,Hyderabad,Offline,Monsoon,74,False,True
2023-03-30,SKU3641,Ethnic Wear,Kurta,2023,20,4.4,Prayagraj,Myntra,Summer,118,True,False
2023-04-25,SKU9399,Ethnic Wear,Kurta,2181,10,4.9,Mumbai,Brand Website,Summer,219,True,False
2024-08-03,SKU7642,Ethnic Wear,Lehenga,8351,0,4.2,Mumbai,Brand Website,Monsoon,74,False,True
2023-10-20,SKU8891,Ethnic Wear,Saree,6386,30,4.7,Bengaluru,Myntra,Winter,322,False,True
2024-12-02,SKU9369,Ethnic Wear,Lehenga,9857,20,4.4,Pune,Myntra,Winter,138,False,True
2024-02-19,SKU7315,Ethnic Wear,Kurta,3641,30,4.9,Bengaluru,Myntra,Winter,166,True,False
2023-03-21,SKU3450,Ethnic Wear,Saree,6176,20,4.6,Delhi,Myntra,Summer,125,False,True
2025-06-02,SKU3135,Ethnic Wear,Lehenga,10138,15,4.1,Mumbai,Brand Website,Summer,43,False,True
2025-02-19,SKU9680,Ethnic Wear,Saree,5435,20,4.7,Prayagraj,Myntra,Winter,249,False,True
2024-04-21,SKU7971,Ethnic Wear,Saree,4343,10,4.4,Bengaluru,Offline,Summer,115,False,True
2023-01-15,SKU5223,Ethnic Wear,Lehenga,10367,20,3.7,Hyderabad,Myntra,Winter,69,False,True
2023-11-13,SKU6175,Ethnic Wear,Kurta,3245,25,4.4,Prayagraj,Offline,Winter,127,True,False
2024-07-18,SKU9783,Ethnic Wear,Saree,5627,30,3.8,Prayagraj,Brand Website,Monsoon,83,False,True
2025-09-17,SKU8904,Ethnic Wear,Lehenga,9039,10,4.4,Bengaluru,Offline,Monsoon,43,False,True
2024-04-15,SKU7522,Ethnic Wear,Kurta,3329,30,4.5,Bengaluru,Brand Website,Summer,151,True,False
2023-04-17,SKU4513,Ethnic Wear,Lehenga,8658,15,4.9,Prayagraj,Offline,Summer,30,False,True
2025-06-10,SKU2492,Ethnic Wear,Lehenga,8361,0,3.9,Bengaluru,Offline,Summer,37,False,True
2025-12-03,SKU1618,Ethnic Wear,Lehenga,9173,25,4.9,Prayagraj,Offline,Winter,91,False,True
2024-02-18,SKU3871,Ethnic Wear,Kurta,3622,10,3.8,Bhopal,Offline,Winter,78,True,False
2023-03-15,SKU9364,Ethnic Wear,Kurta,2973,0,4.5,Hyderabad,Brand Website,Summer,186,True,False
2025-03-20,SKU2422,Ethnic Wear,Saree,5660,20,3.8,Pune,Offline,Summer,67,False,True
2024-12-13,SKU2124,Ethnic Wear,Saree,5423,30,3.9,Delhi,Brand Website,Winter,303,False,True
2023-01-10,SKU4187,Ethnic Wear,Lehenga,9069,0,4.1,Bhopal,Offline,Winter,44,False,True
2025-11-17,SKU2185,Ethnic Wear,Kurta,2555,20,4.7,Pune,Offline,Winter,214,True,False
2024-05-13,SKU8254,Ethnic Wear,Saree,5391,30,4.2,Prayagraj,Brand Website,Summer,90,False,True
2023-05-19,SKU1448,Ethnic Wear,Saree,5567,25,4.7,Bhopal,Myntra,Summer,102,False,True
2025-11-23,SKU4767,Ethnic Wear,Saree,6194,0,4.6,Lucknow,Offline,Winter,237,False,True
2024-12-01,SKU5706,Ethnic Wear,Lehenga,8311,20,4.9,Delhi,Offline,Winter,209,False,True
2024-01-10,SKU6792,Ethnic Wear,Saree,4778,15,4.6,Hyderabad,Brand Website,Winter,148,False,True
2024-02-20,SKU4965,Ethnic Wear,Kurta,2522,30,4.4,Pune,Myntra,Winter,119,True,False
2025-10-05,SKU2747,Ethnic Wear,Lehenga,8027,30,4.8,Delhi,Myntra,Winter,379,False,True
2025-10-05,SKU8901,Ethnic Wear,Saree,6353,30,3.9,Lucknow,Brand Website,Winter,168,False,True
2023-09-20,SKU9374,Ethnic Wear,Kurta,1721,20,4.7,Pune,Offline,Monsoon,124,True,False
2025-03-17,SKU9859,Ethnic Wear,Saree,4715,15,5.0,Mumbai,Brand Website,Summer,185,False,True
2023-01-25,SKU8537,Ethnic Wear,Kurta,2363,15,4.4,Lucknow,Brand Website,Winter,97,True,False
2024-04-30,SKU5254,Ethnic Wear,Saree,5103,15,4.9,Bengaluru,Brand Website,Summer,124,False,True
2025-05-08,SKU4013,Ethnic Wear,Kurta,3024,10,4.8,Bhopal,Offline,Summer,111,True,False
2024-04-13,SKU3947,Ethnic Wear,Lehenga,8409,25,3.9,Bengaluru,Brand Website,Summer,47,False,True
2023-11-03,SKU8081,Ethnic Wear,Kurta,3437,30,3.5,Prayagraj,Myntra,Winter,135,True,False
2024-05-28,SKU3203,Ethnic Wear,Saree,6302,30,4.4,Lucknow,Offline,Summer,89,False,True
2025-09-02,SKU3676,Ethnic Wear,Saree,4394,15,4.6,Mumbai,Myntra,Monsoon,154,False,True
2025-04-23,SKU6903,Ethnic Wear,Kurta,1996,10,4.8,Pune,Offline,Summer,195,True,False
2024-10-27,SKU4259,Ethnic Wear,Saree,6090,15,4.7,Bengaluru,Offline,Winter,225,False,True
2025-08-07,SKU2284,Ethnic Wear,Saree,4593,30,3.8,Prayagraj,Brand Website,Monsoon,104,False,True
2025-04-08,SKU6527,Ethnic Wear,Lehenga,8292,0,3.7,Prayagraj,Brand Website,Summer,26,False,True
2025-03-20,SKU6191,Ethnic Wear,Saree,5111,15,4.7,Pune,Brand Website,Summer,150,False,True
2024-01-12,SKU9535,Ethnic Wear,Kurta,1594,0,4.6,Bhopal,Offline,Winter,95,True,False
2023-07-30,SKU2311,Ethnic Wear,Saree,4391,0,4.9,Hyderabad,Myntra,Monsoon,141,False,True
2023-06-20,SKU1881,Ethnic Wear,Lehenga,8425,10,4.4,Mumbai,Offline,Summer,45,False,True
2024-08-04,SKU7387,Ethnic Wear,Kurta,3315,25,3.7,Pune,Myntra,Monsoon,138,True,False
2024-12-31,SKU3795,Ethnic Wear,Lehenga,9332,30,4.2,Mumbai,Myntra,Winter,252,False,True
2023-12-29,SKU5463,Ethnic Wear,Lehenga,10420,20,4.2,Bhopal,Myntra,Winter,146,False,True
2024-04-10,SKU8126,Ethnic Wear,Saree,4366,15,4.0,Pune,Offline,Summer,98,False,True
2025-12-07,SKU3551,Ethnic Wear,Kurta,2058,10,3.9,Pune,Myntra,Winter,113,True,False
2025-05-31,SKU9059,Ethnic Wear,Kurta,2699,20,3.8,Bhopal,Offline,Summer,83,True,False
2025-06-14,SKU7121,Ethnic Wear,Lehenga,9616,0,3.7,Hyderabad,Offline,Summer,39,False,True
2023-06-12,SKU7385,Ethnic Wear,Saree,5729,25,3.9,Prayagraj,Myntra,Summer,98,False,True
2025-12-25,SKU5454,Ethnic Wear,Lehenga,9101,15,3.8,Pune,Brand Website,Winter,94,False,True
2025-07-21,SKU3238,Ethnic Wear,Lehenga,9854,10,4.6,Pune,Myntra,Monsoon,57,False,True
2023-02-15,SKU1317,Ethnic Wear,Lehenga,8761,0,3.9,Bengaluru,Myntra,Winter,104,False,True
2023-11-05,SKU8183,Ethnic Wear,Kurta,1560,15,3.8,Mumbai,Myntra,Winter,246,True,False
2023-03-06,SKU9165,Ethnic Wear,Lehenga,9352,0,4.8,Lucknow,Offline,Summer,46,False,True
2025-08-20,SKU1918,Ethnic Wear,Kurta,2243,0,4.8,Pune,Offline,Monsoon,90,True,False
2024-05-24,SKU7251,Ethnic Wear,Lehenga,9576,30,5.0,Mumbai,Myntra,Summer,74,False,True
2023-07-12,SKU1549,Ethnic Wear,Lehenga,10134,25,5.0,Hyderabad,Offline,Monsoon,51,False,True
2023-03-28,SKU6113,Ethnic Wear,Lehenga,10251,20,3.7,Lucknow,Myntra,Summer,42,False,True
2024-03-22,SKU5895,Ethnic Wear,Kurta,1962,0,4.4,Hyderabad,Offline,Summer,132,True,False
2023-01-19,SKU5523,Ethnic Wear,Kurta,1672,20,4.7,Delhi,Offline,Winter,160,True,False
2023-11-19,SKU3539,Ethnic Wear,Kurta,3547,0,4.5,Lucknow,Myntra,Winter,151,True,False
2023-11-12,SKU1983,Ethnic Wear,Lehenga,10196,30,3.7,Mumbai,Offline,Winter,261,False,True
2024-01-31,SKU6189,Ethnic Wear,Lehenga,8087,25,4.1,Lucknow,Offline,Winter,93,False,True
2025-06-15,SKU5107,Ethnic Wear,Lehenga,10289,10,4.3,Mumbai,Offline,Summer,51,False,True
2025-08-17,SKU4057,Ethnic Wear,Lehenga,9127,30,4.7,Lucknow,Offline,Monsoon,50,False,True
2025-07-09,SKU3627,Ethnic Wear,Kurta,2711,30,3.9,Delhi,Brand Website,Monsoon,172,True,False
2023-02-08,SKU1011,Ethnic Wear,Kurta,2991,30,4.4,Prayagraj,Brand Website,Winter,88,True,False
2025-10-15,SKU2037,Ethnic Wear,Lehenga,10258,0,4.4,Prayagraj,Myntra,Winter,101,False,True
2023-05-17,SKU6276,Ethnic Wear,Lehenga,8179,30,4.9,Delhi,Myntra,Summer,82,False,True
2024-01-28,SKU1512,Ethnic Wear,Saree,4404,0,4.4,Hyderabad,Myntra,Winter,187,False,True
2024-03-28,SKU9026,Ethnic Wear,Saree,6481,25,3.6,Pune,Myntra,Summer,117,False,True
2023-05-05,SKU4419,Ethnic Wear,Saree,5478,20,4.6,Bhopal,Myntra,Summer,135,False,True
2023-05-25,SKU1955,Ethnic Wear,Kurta,2744,0,4.9,Pune,Brand Website,Summer,187,True,False
2025-12-24,SKU2591,Ethnic Wear,Kurta,3078,0,3.8,Delhi,Brand Website,Winter,116,True,False
2025-01-03,SKU3931,Ethnic Wear,Kurta,3378,25,4.5,Prayagraj,Brand Website,Winter,109,True,False
2025-10-30,SKU3733,Ethnic Wear,Saree,5382,25,3.7,Bengaluru,Brand Website,Winter,294,False,True
2024-10-26,SKU8258,Ethnic Wear,Lehenga,9522,15,4.6,Lucknow,Offline,Winter,127,False,True
2024-03-14,SKU6299,Ethnic Wear,Lehenga,9536,30,4.3,Hyderabad,Brand Website,Summer,66,False,True
2023-01-01,SKU6898,Ethnic Wear,Saree,4141,10,4.4,Bhopal,Offline,Winter,119,False,True
2024-10-06,SKU1107,Ethnic Wear,Kurta,1588,30,4.7,Pune,Myntra,Winter,316,True,False
2025-07-31,SKU5521,Ethnic Wear,Kurta,2956,0,3.7,Bengaluru,Myntra,Monsoon,109,True,False
2025-03-29,SKU4817,Ethnic Wear,Kurta,3830,0,4.6,Pune,Offline,Summer,131,True,False
2023-07-15,SKU8905,Ethnic Wear,Lehenga,10438,25,4.0,Bengaluru,Offline,Monsoon,44,False,True
2025-06-08,SKU2285,Ethnic Wear,Saree,5706,30,3.7,Mumbai,Offline,Summer,131,False,True
2025-12-09,SKU1187,Ethnic Wear,Saree,4168,10,4.3,Prayagraj,Myntra,Winter,162,False,True
2025-03-15,SKU4617,Ethnic Wear,Lehenga,9825,30,4.4,Bengaluru,Myntra,Summer,63,False,True
2023-10-31,SKU4638,Ethnic Wear,Saree,4541,10,3.6,Prayagraj,Offline,Winter,150,False,True
2025-03-27,SKU1807,Ethnic Wear,Kurta,3555,15,4.7,Prayagraj,Offline,Summer,88,True,False
2025-09-26,SKU3209,Ethnic Wear,Kurta,3119,25,4.4,Bhopal,Brand Website,Monsoon,133,True,False
2024-06-29,SKU9589,Ethnic Wear,Kurta,3261,10,4.5,Hyderabad,Myntra,Summer,183,True,False
2024-12-14,SKU2843,Ethnic Wear,Saree,4780,10,4.0,Prayagraj,Offline,Winter,155,False,True
2025-06-24,SKU5994,Ethnic Wear,Lehenga,8597,15,3.6,Bengaluru,Offline,Summer,47,False,True
2023-08-19,SKU7124,Ethnic Wear,Kurta,1723,0,4.9,Bengaluru,Brand Website,Monsoon,191,True,False
2023-08-16,SKU5713,Ethnic Wear,Lehenga,9249,15,4.2,Mumbai,Offline,Monsoon,41,False,True
2025-12-07,SKU9814,Ethnic Wear,Lehenga,9059,20,4.2,Hyderabad,Myntra,Winter,186,False,True
2025-12-14,SKU3315,Ethnic Wear,Lehenga,8178,10,3.8,Mumbai,Offline,Winter,132,False,True
2023-01-18,SKU5444,Ethnic Wear,Lehenga,8272,15,4.5,Mumbai,Offline,Winter,122,False,True
2025-03-02,SKU6901,Ethnic Wear,Saree,4946,15,4.3,Delhi,Myntra,Summer,177,False,True
2023-06-30,SKU6168,Ethnic Wear,Lehenga,8763,0,4.3,Bhopal,Brand Website,Summer,36,False,True
2024-09-16,SKU1352,Ethnic Wear,Lehenga,9366,15,4.1,Mumbai,Myntra,Monsoon,54,False,True
2024-09-11,SKU6681,Ethnic Wear,Lehenga,8967,20,3.9,Lucknow,Offline,Monsoon,25,False,True
2024-07-27,SKU5221,Ethnic Wear,Lehenga,8923,0,4.0,Prayagraj,Myntra,Monsoon,33,False,True
2025-12-02,SKU3248,Ethnic Wear,Saree,4931,15,3.9,Delhi,Brand Website,Winter,221,False,True
2023-09-27,SKU6118,Ethnic Wear,Lehenga,8846,25,3.7,Lucknow,Offline,Monsoon,33,False,True
2025-12-08,SKU4314,Ethnic Wear,Lehenga,8553,15,5.0,Bengaluru,Offline,Winter,201,False,True
2025-12-27,SKU3378,Ethnic Wear,Kurta,1984,0,4.0,Bengaluru,Offline,Winter,109,True,False
2024-09-13,SKU1483,Ethnic Wear,Saree,5814,25,4.9,Lucknow,Offline,Monsoon,102,False,True
2023-09-27,SKU5485,Ethnic Wear,Kurta,2256,0,4.6,Bengaluru,Myntra,Monsoon,163,True,False
2024-04-17,SKU5372,Ethnic Wear,Kurta,1606,10,3.6,Hyderabad,Brand Website,Summer,168,True,False
2025-02-04,SKU3196,Ethnic Wear,Lehenga,8753,30,4.1,Bhopal,Brand Website,Winter,130,False,True
2025-04-16,SKU3683,Ethnic Wear,Kurta,1561,10,4.9,Hyderabad,Myntra,Summer,189,True,False
2025-06-18,SKU4323,Ethnic Wear,Kurta,3506,25,4.0,Hyderabad,Myntra,Summer,170,True,False
2025-02-18,SKU5043,Ethnic Wear,Kurta,2781,15,4.4,Prayagraj,Offline,Winter,88,True,False
2025-07-13,SKU9784,Ethnic Wear,Kurta,3371,30,4.8,Mumbai,Brand Website,Monsoon,246,True,False
2025-03-04,SKU5025,Ethnic Wear,Kurta,3614,30,4.4,Prayagraj,Brand Website,Summer,97,True,False
2024-08-08,SKU5770,Ethnic Wear,Saree,5889,0,4.1,Bhopal,Offline,Monsoon,56,False,True
2025-07-14,SKU9470,Ethnic Wear,Lehenga,8370,25,4.3,Bengaluru,Offline,Monsoon,39,False,True
2024-10-24,SKU9952,Ethnic Wear,Saree,5846,0,3.8,Bengaluru,Offline,Winter,174,False,True
2024-10-25,SKU4308,Ethnic Wear,Saree,4671,25,4.6,Bhopal,Myntra,Winter,223,False,True
2025-02-25,SKU8362,Ethnic Wear,Lehenga,10095,20,4.9,Lucknow,Myntra,Winter,151,False,True
2023-11-04,SKU7235,Ethnic Wear,Saree,4664,30,3.7,Mumbai,Myntra,Winter,615,False,True
2025-07-02,SKU1840,Ethnic Wear,Saree,5182,25,3.8,Prayagraj,Offline,Monsoon,71,False,True
2025-10-16,SKU1057,Ethnic Wear,Saree,6042,20,4.7,Pune,Myntra,Winter,293,False,True
2025-09-01,SKU9084,Ethnic Wear,Lehenga,9858,15,4.2,Hyderabad,Myntra,Monsoon,63,False,True
2024-03-01,SKU5009,Ethnic Wear,Lehenga,8200,0,3.7,Pune,Brand Website,Summer,43,False,True
2024-09-03,SKU3381,Ethnic Wear,Lehenga,9356,0,3.6,Mumbai,Brand Website,Monsoon,44,False,True
2023-12-30,SKU3920,Ethnic Wear,Saree,5865,25,4.4,Bengaluru,Brand Website,Winter,295,False,True
2023-05-19,SKU5903,Ethnic Wear,Saree,5750,30,4.3,Lucknow,Offline,Summer,88,False,True
2024-11-05,SKU3204,Ethnic Wear,Saree,6158,15,4.3,Delhi,Brand Website,Winter,499,False,True
2025-12-19,SKU1953,Ethnic Wear,Lehenga,8359,15,4.6,Delhi,Brand Website,Winter,219,False,True
2024-06-15,SKU5705,Ethnic Wear,Saree,6152,20,5.0,Prayagraj,Brand Website,Summer,86,False,True
2025-10-16,SKU3125,Ethnic Wear,Lehenga,10017,30,3.8,Bhopal,Brand Website,Winter,135,False,True
2023-02-19,SKU5759,Ethnic Wear,Kurta,3404,25,4.7,Hyderabad,Myntra,Winter,168,True,False
2024-11-14,SKU4396,Ethnic Wear,Kurta,2932,20,4.7,Prayagraj,Offline,Winter,130,True,False
2024-09-22,SKU4296,Ethnic Wear,Kurta,2729,20,4.3,Pune,Offline,Monsoon,120,True,False
2023-03-01,SKU2865,Ethnic Wear,Saree,4719,0,4.0,Lucknow,Offline,Summer,71,False,True
2023-10-06,SKU8849,Ethnic Wear,Lehenga,9972,0,4.4,Bhopal,Myntra,Winter,149,False,True
2023-04-25,SKU9797,Ethnic Wear,Saree,6134,10,4.3,Lucknow,Offline,Summer,86,False,True
2024-11-10,SKU1306,Ethnic Wear,Lehenga,9448,0,5.0,Hyderabad,Brand Website,Winter,236,False,True
2025-12-30,SKU1510,Ethnic Wear,Lehenga,8679,20,4.4,Lucknow,Offline,Winter,107,False,True
2023-03-06,SKU2914,Ethnic Wear,Saree,5112,15,3.6,Pune,Brand Website,Summer,112,False,True
2025-12-11,SKU7088,Ethnic Wear,Kurta,2738,0,3.7,Bhopal,Offline,Winter,74,True,False
2023-02-21,SKU4311,Ethnic Wear,Lehenga,9976,20,3.7,Delhi,Offline,Winter,132,False,True
2023-07-21,SKU8921,Ethnic Wear,Kurta,3614,25,5.0,Pune,Offline,Monsoon,101,True,False
2025-12-05,SKU1598,Ethnic Wear,Lehenga,8474,0,4.0,Bhopal,Offline,Winter,72,False,True
2023-07-31,SKU2426,Ethnic Wear,Kurta,3632,30,4.5,Lucknow,Offline,Monsoon,91,True,False
2024-01-30,SKU6114,Ethnic Wear,Kurta,2673,10,4.3,Hyderabad,Offline,Winter,121,True,False
2024-07-14,SKU2927,Ethnic Wear,Kurta,1968,0,4.9,Pune,Myntra,Monsoon,165,True,False
2024-10-14,SKU2677,Ethnic Wear,Saree,5110,0,4.9,Hyderabad,Brand Website,Winter,308,False,True
2024-11-24,SKU3806,Ethnic Wear,Lehenga,10214,15,3.6,Delhi,Offline,Winter,179,False,True
2023-06-26,SKU1826,Ethnic Wear,Kurta,3246,15,3.8,Delhi,Offline,Summer,159,True,False
2024-02-10,SKU8304,Ethnic Wear,Saree,6185,0,5.0,Lucknow,Offline,Winter,188,False,True
2025-08-17,SKU8629,Ethnic Wear,Lehenga,8398,15,4.0,Bengaluru,Myntra,Monsoon,64,False,True
2023-10-22,SKU8625,Ethnic Wear,Kurta,2556,10,4.1,Bhopal,Myntra,Winter,186,True,False
2023-03-03,SKU6412,Ethnic Wear,Saree,4267,15,3.7,Lucknow,Offline,Summer,85,False,True
2023-09-18,SKU3798,Ethnic Wear,Lehenga,10080,0,4.1,Pune,Offline,Monsoon,34,False,True
2023-05-26,SKU2752,Ethnic Wear,Lehenga,9237,20,4.2,Lucknow,Brand Website,Summer,46,False,True
2025-09-14,SKU4908,Ethnic Wear,Kurta,3072,0,4.0,Hyderabad,Brand Website,Monsoon,139,True,False
2024-04-28,SKU8063,Ethnic Wear,Saree,4708,25,4.5,Prayagraj,Brand Website,Summer,114,False,True
2023-07-19,SKU2873,Ethnic Wear,Lehenga,9823,0,4.0,Bhopal,Offline,Monsoon,24,False,True
2023-05-06,SKU2781,Ethnic Wear,Saree,4370,0,4.7,Prayagraj,Offline,Summer,95,False,True
2025-07-16,SKU1003,Ethnic Wear,Kurta,3676,10,4.1,Bengaluru,Brand Website,Monsoon,128,True,False
2024-09-05,SKU4205,Ethnic Wear,Saree,6335,30,4.9,Hyderabad,Brand Website,Monsoon,125,False,True
2023-01-17,SKU8122,Ethnic Wear,Lehenga,10090,15,4.8,Lucknow,Myntra,Winter,111,False,True
2023-01-02,SKU2022,Ethnic Wear,Kurta,3793,30,5.0,Lucknow,Brand Website,Winter,98,True,False
2025-03-18,SKU5623,Ethnic Wear,Saree,5303,25,4.1,Mumbai,Myntra,Summer,145,False,True
2025-08-30,SKU9931,Ethnic Wear,Kurta,2069,0,4.3,Hyderabad,Brand Website,Monsoon,164,True,False
2023-09-15,SKU6902,Ethnic Wear,Saree,4550,0,3.6,Prayagraj,Myntra,Monsoon,54,False,True
2023-10-09,SKU8974,Ethnic Wear,Kurta,3203,30,4.2,Prayagraj,Myntra,Winter,198,True,False
2025-05-18,SKU7974,Ethnic Wear,Lehenga,10261,30,4.2,Bengaluru,Offline,Summer,46,False,True
2025-10-17,SKU4044,Ethnic Wear,Kurta,2469,25,4.3,Prayagraj,Brand Website,Winter,158,True,False
2025-09-16,SKU9948,Ethnic Wear,Kurta,3009,0,4.4,Lucknow,Myntra,Monsoon,148,True,False
2023-06-10,SKU3327,Ethnic Wear,Lehenga,10143,20,3.6,Pune,Offline,Summer,37,False,True
2024-12-04,SKU2279,Ethnic Wear,Kurta,3691,30,3.5,Pune,Brand Website,Winter,92,True,False
2024-08-26,SKU8687,Ethnic Wear,Saree,5184,0,3.6,Lucknow,Offline,Monsoon,65,False,True
2025-08-27,SKU5981,Ethnic Wear,Lehenga,10368,0,4.4,Pune,Myntra,Monsoon,53,False,True
2023-06-18,SKU5780,Ethnic Wear,Saree,4519,20,3.6,Mumbai,Offline,Summer,134,False,True
2024-07-17,SKU5129,Ethnic Wear,Saree,5052,0,4.6,Bengaluru,Brand Website,Monsoon,116,False,True
2024-06-19,SKU3476,Ethnic Wear,Kurta,2467,15,3.8,Bhopal,Offline,Summer,109,True,False
2023-11-12,SKU1542,Ethnic Wear,Kurta,3531,30,5.0,Lucknow,Myntra,Winter,270,True,False
2023-12-09,SKU4898,Ethnic Wear,Lehenga,8863,20,4.6,Bhopal,Brand Website,Winter,123,False,True
2025-03-27,SKU2900,Ethnic Wear,Saree,5950,10,4.2,Mumbai,Myntra,Summer,159,False,True
2025-03-09,SKU9724,Ethnic Wear,Lehenga,9943,10,3.7,Hyderabad,Offline,Summer,46,False,True
2024-10-08,SKU1194,Ethnic Wear,Saree,6171,25,4.9,Pune,Offline,Winter,198,False,True
2024-07-12,SKU9704,Ethnic Wear,Lehenga,9372,10,3.9,Lucknow,Offline,Monsoon,23,False,True
2024-05-10,SKU7408,Ethnic Wear,Lehenga,10411,30,3.8,Bhopal,Brand Website,Summer,37,False,True
2023-05-20,SKU6132,Ethnic Wear,Kurta,1548,15,3.6,Mumbai,Brand Website,Summer,140,True,False
2024-08-03,SKU8306,Ethnic Wear,Lehenga,9031,0,3.6,Lucknow,Myntra,Monsoon,39,False,True
2023-09-07,SKU1931,Ethnic Wear,Lehenga,8491,0,4.8,Hyderabad,Brand Website,Monsoon,48,False,True
2024-06-02,SKU4027,Ethnic Wear,Kurta,2706,15,4.5,Delhi,Brand Website,Summer,163,True,False
2024-10-24,SKU8429,Ethnic Wear,Lehenga,9054,0,4.7,Pune,Offline,Winter,115,False,True
2024-06-12,SKU7271,Ethnic Wear,Kurta,2584,0,4.2,Prayagraj,Offline,Summer,91,True,False
2023-08-11,SKU7432,Ethnic Wear,Saree,4589,20,4.7,Bengaluru,Brand Website,Monsoon,122,False,True
2023-07-31,SKU2740,Ethnic Wear,Saree,4142,0,3.6,Bhopal,Brand Website,Monsoon,86,False,True
2023-01-02,SKU8305,Ethnic Wear,Kurta,1654,25,4.1,Mumbai,Offline,Winter,117,True,False
2025-11-21,SKU6403,Ethnic Wear,Kurta,3509,15,4.2,Prayagraj,Brand Website,Winter,160,True,False
2025-09-14,SKU2148,Ethnic Wear,Saree,4496,20,4.3,Hyderabad,Myntra,Monsoon,186,False,True
2023-07-05,SKU6463,Ethnic Wear,Kurta,2996,20,4.8,Pune,Offline,Monsoon,106,True,False
